channel_title,channel_id,view_count,subscriber_count,video_count
Avifeed nutrition,UCnDtBwdQQ2GJBbeNUhHTPKg,15,1,1
Diet Soap - Topic,UC1nRup5X_hcQ5jIUgHMxC8g,10,0,2
Simple Recipes for a Diabetic Diet Plan ,UC3l2OIJj8m_lEJobKbE7AGg,9,6,3
Living Nutrition Health By Doctor Peng,UCPdxH_7BLz0y7iozT20aeBg,9,0,1
Nutrition for All,UCb7r7bJbaEnIkoUFf3BKiPQ,9,7,1
Online nutrition ,UCdIAkiBBEmvLGITBBD3gYng,8,2,2
Ranveer Ayurveda & Diet Online Clinic,UCmtvhE30asqm9B_6psmcaBA,8,0,3
healthy diet,UClMI5aPoXxvDvyC1N7gI5iA,7,1460,1
Arogya diet,UCuKPRLvhrrGb6VzHVVt0YtQ,7,0,1
Simply Good nutrition ,UC0cjEA0fUH93_0lM_wkP8ew,7,0,1
Nutrition talk,UCyqL7khFacZdgN4BDRitTbw,5,2080,2
Diet food gallery,UCEfkASoX5UXEFiruqTD4oBg,5,0,1
Ballers Diet - Topic,UC9bULY95l91bb3UwCrr_jMg,5,0,5
Tommy Diet Club ,UCvlLLHYp20jq-6FZ9ygzj7A,3,0,1
Food and Nutrition Council,UCsospBK_NNV5rPUP9pdWZaw,3,0,1
Cortes Nutrition,UClc4sTefZPK7t_StWdC6mXA,3,1,2
Bikini Diet - Topic,UCaxy6TxZ4utI0IPD-Fi9RTw,2,0,1
InShort Nutrition ,UCLDbVP8D-9eftRK8V109z8A,2,0,1
Avondale Food & Nutrition Services,UCwBWcB_v2OoTOS6tJztnJOg,1,0,1
Anilyt Nutrition,UCe7QYgzl2ZDsTj3JTi3Od2g,1,0,1
herbalife nutrition,UCamzk2fZQMcm9oOlRbBjDxA,1,0,1
Snake Diet DuKatti,UC35N14AY7auHLUsQljFxHTA,1,8,1
DIET EXPERT,UCg4agF1LGkp1Q9KvW1HFoog,1,0,1
Diet _tips Dt. Dr Deepa,UCHzk5JJXXeGPa8F8LEJNS5w,0,0,1
Nutrition Guru ,UC0EvMrQGDwMkDu1VJ2rjhHg,0,0,1
Diet Ewold,UC5-LLUeY8UjKl6hEjbo-Dow,0,0,3
Fitatu Calorie Counter & Diet,UC9Sec070sc_-vkm6yJ31_XA,0,0,0
Dr Kermani Diet - Topic,UC2pv3EBknUbdSzIoCkNipgQ,0,1,0
Number Five With Diet Coke - Topic,UCkXD-CFFVz_371wCBQPw39w,0,1,0
Diet O Meter,UChXQrNaZ4Je4foUm_vfsQ6g,0,60,0
Diet Sushi - Topic,UCqvyo9gmvakNIg86thYLQ0A,0,0,0
Disc Jockey Nutrition - Topic,UCC30AezetvYBolfsXjWWsQQ,0,35,0
A BASKETBALL PLAYERS DIET #15,UCaQcWbsno-NxklBhTjEwpyg,0,0,10
MyLab Nutrition,UCvvrt04TSG6D3reJ8DHSTLA,0,15,0
Fitatu Calorie Counter & Diet,UCpOS33vAd_KGwe32Ci5kPDA,0,0,0
다이어트하는쿠몬 Coomon diet,UCS70URnuexMZ02dNhR_i8DQ,0,46300,0
Nutrition Trends Today,UCgVrg8bXLD_F26jVNjZHluQ,0,0,1
NUTRITION ONE,UCkgScIYddl7_F7EpW-fIzbQ,0,0,1
ORLO Nutrition,UCp6RVtlFHZt6UzQIS4_91KA,0,0,0
Nail Diet - Topic,UCDtZnAHtz_JqlwFFswJc9LA,0,0,0
Nutrition By iz - Topic,UC2s-O9dkHJVO_RGNmF0oPMg,0,0,1
Moder Diet Original,UC88zO2D-p9wo_wYpdHq4Bjw,0,0,0
The Diet Kitchen,UCoom9EttBwZ2_rabARVhlJQ,0,59100,0
Healthy Diet & Meal Planner,UCRG5bY4UVTh3YgoYogoWv2g,0,0,0
Custom Keto Diet,UCZvUqXrMa7I8phRsXKWgwFw,0,2,2
Jasbir Herbalife nutrition,UCjjLnO575M_B_wQyQFJjP0w,0,0,0
Love Yourself Nutrition ,UCKKwevvIAaVW1-v6bsz84Jg,0,0,1
A BASKETBALL PLAYERS DIET #15,UCGWF_8ghfactYm3MTGiYS2A,0,0,10
Feel Great Nutrition,UC5waOweVkuDwlAUUuCEtNvw,0,0,1
Daily Diet Care,UCBY8HXfQCGp0mxodREIZv-g,0,0,3
